"lemma","part_of_speech","dle_lemma","dle_url","is_model_verb","model_verbs"
"desafío","sustantivo","desafío","https://dle.rae.es/desaf%C3%ADo#CNE8fk7","",""
"interpretación","sustantivo","interpretación","https://dle.rae.es/interpretaci%C3%B3n#LwRLSt9","",""
"aparición","sustantivo","aparición","https://dle.rae.es/aparici%C3%B3n#35cu0tj","",""
"cuidar","verbo","cuidar","https://dle.rae.es/cuidar#Bbp9xqI","0",""
"mandar","verbo","mandar","https://dle.rae.es/mandar#O9XNjAe","0",""
"aprendizaje","sustantivo","aprendizaje","https://dle.rae.es/aprendizaje#3IacRHm","",""
"productivo","adjetivo","productivo","https://dle.rae.es/productivo#UH9MVsL","",""
"justo","adjetivo","justo","https://dle.rae.es/justo#MfO65xY","",""
"extraordinario","adjetivo","extraordinario","https://dle.rae.es/extraordinario#HP5RXLV","",""
"arriba","adverbio","arriba","https://dle.rae.es/arriba#3kHGgt1","",""
"comprometer","verbo","comprometer","https://dle.rae.es/comprometer#A3pte1z","0",""
"petróleo","sustantivo","petróleo","https://dle.rae.es/petr%C3%B3leo#SqSE0eH","",""
"salario","sustantivo","salario","https://dle.rae.es/salario#X1gL4YQ","",""
"trayectoria","sustantivo","trayectoria","https://dle.rae.es/trayectoria#aXwzDUJ","",""
"argentino","sustantivo","argentino","https://dle.rae.es/argentino#3XARJD9","",""
"preparación","sustantivo","preparación","https://dle.rae.es/preparaci%C3%B3n#U3ig61U","",""
"resaltar","verbo","resaltar","https://dle.rae.es/resaltar#W7EXXFd","0",""
"echar","verbo","echar","https://dle.rae.es/echar#EJtx4Yo","0",""
"café","sustantivo","café","https://dle.rae.es/caf%C3%A9#6bQcjCM","",""
"probablemente","adverbio","probablemente","https://dle.rae.es/probablemente#UDyjiLX","",""
"obligación","sustantivo","obligación","https://dle.rae.es/obligaci%C3%B3n#QnORdT8","",""
"correcto","adjetivo","correcto","https://dle.rae.es/correcto#AxMIIPx","",""
"personalidad","sustantivo","personalidad","https://dle.rae.es/personalidad#SjbIp9U","",""
"pista","sustantivo","pista","https://dle.rae.es/pista#TDQL0Vc","",""
"alimentación","sustantivo","alimentación","https://dle.rae.es/alimentaci%C3%B3n#1ra46Vc","",""
"variedad","sustantivo","variedad","https://dle.rae.es/variedad#bNukiJF","",""
"clima","sustantivo","clima","https://dle.rae.es/clima#9SplT6k","",""
"autónomo","adjetivo","autónomo","https://dle.rae.es/aut%C3%B3nomo#4U11edq","",""
"recuerdo","sustantivo","recuerdo","https://dle.rae.es/recuerdo#VX0u9vz","",""
"puerto","sustantivo","puerto","https://dle.rae.es/puerto#UahFsZE","",""
"grabar","verbo","grabar","https://dle.rae.es/grabar#JO29ach","0",""
"empresarial","adjetivo","empresarial","https://dle.rae.es/empresarial#EszEb4S","",""
"oscuro","adjetivo","oscuro","https://dle.rae.es/oscuro#RHmIfCC","",""
"piedra","sustantivo","piedra","https://dle.rae.es/piedra#Sx1NDzh","",""
"derecha","sustantivo","derecha","https://dle.rae.es/derecho#CGv2o6x","",""
"tarjeta","sustantivo","tarjeta","https://dle.rae.es/tarjeta#ZCpqK8N","",""
"facultad","sustantivo","facultad","https://dle.rae.es/facultad#HTxyZDZ","",""
"primario","adjetivo","primario","https://dle.rae.es/primario#UARnEk8","",""
"independencia","sustantivo","independencia","https://dle.rae.es/independencia#LMuGi4L","",""
"carretero","sustantivo","carretero","https://dle.rae.es/carretero#7h1iknH","",""
"suspender","verbo","suspender","https://dle.rae.es/suspender#Yp0F2Mc","0",""
"cultivo","sustantivo","cultivo","https://dle.rae.es/cultivo#Bep4tnp","",""
"episodio","sustantivo","episodio","https://dle.rae.es/episodio#Fxv5THs","",""
"gobernador","sustantivo","gobernador","https://dle.rae.es/gobernador#JHHUQzx","",""
"enseñanza","sustantivo","enseñanza","https://dle.rae.es/ense%C3%B1anza#FdHOWng","",""
"integración","sustantivo","integración","https://dle.rae.es/integraci%C3%B3n#Lq0xqZt","",""
"cárcel","sustantivo","cárcel","https://dle.rae.es/c%C3%A1rcel#7Tue0Tp","",""
"belleza","sustantivo","belleza","https://dle.rae.es/belleza#5Jw7ezp","",""
"destacado","adjetivo","destacado","https://dle.rae.es/destacado#DRsTzFa","",""
"particular","sustantivo","particular","https://dle.rae.es/particular#S0Hnyxb","",""
"evidente","adjetivo","evidente","https://dle.rae.es/evidente#H9beL1m","",""
"bolsa","sustantivo","bolsa","https://dle.rae.es/bolsa#5offwNC","",""
"convencer","verbo","convencer","https://dle.rae.es/convencer#Afgozoa","0",""
"tono","sustantivo","tono","https://dle.rae.es/tono#a15EQrS","",""
"acumular","verbo","acumular","https://dle.rae.es/acumular#0fX65QP","0",""
"dominar","verbo","dominar","https://dle.rae.es/dominar#E6m8yUL","0",""
"brazo","sustantivo","brazo","https://dle.rae.es/brazo#64TRGlB","",""
"danza","sustantivo","danza","https://dle.rae.es/danza#BrRd9WY","",""
"supremo","adjetivo","supremo","https://dle.rae.es/supremo#YmVRjQc","",""
"tensión","sustantivo","tensión","https://dle.rae.es/tensi%C3%B3n#ZTjl0nP","",""
"archivo","sustantivo","archivo","https://dle.rae.es/archivo#3SrKnVZ","",""
"administrativo","adjetivo","administrativo","https://dle.rae.es/administrativo#0mJJ8II","",""
"extremo","adjetivo","extremo","https://dle.rae.es/extremo#HQ7BTGT","",""
"sujeto","sustantivo","sujeto","https://dle.rae.es/sujeto#YgC4A98","",""
"caminar","verbo","caminar","https://dle.rae.es/caminar#6xqCnDZ","0",""
"nombrar","verbo","nombrar","https://dle.rae.es/nombrar#QZt8arq","0",""
"solar","adjetivo","solar","https://dle.rae.es/solar#YFwb5VI","",""
"sustancia","sustantivo","sustancia","https://dle.rae.es/sustancia#YpIehqm","",""
"discutir","verbo","discutir","https://dle.rae.es/discutir#DtuofiJ","0",""
"aéreo","adjetivo","aéreo","https://dle.rae.es/a%C3%A9reo#0t89lQ4","",""
"establecimiento","sustantivo","establecimiento","https://dle.rae.es/establecimiento#GioXRTI","",""
"ficción","sustantivo","ficción","https://dle.rae.es/ficci%C3%B3n#HqnhtmK","",""
"instancia","sustantivo","instancia","https://dle.rae.es/instancia#LmbD1T2","",""
"circuito","sustantivo","circuito","https://dle.rae.es/circuito#9JQn01o","",""
"apreciar","verbo","apreciar","https://dle.rae.es/apreciar#3IBOF6d","0","anunciar"
"fiscalía","sustantivo","fiscalía","https://dle.rae.es/fiscal%C3%ADa#HzPj4eW","",""
"concentrar","verbo","concentrar","https://dle.rae.es/concentrar#A74GIZC","0",""
"muerto","sustantivo","muerto","https://dle.rae.es/muerto#Q0NUNXM","",""
"aeropuerto","sustantivo","aeropuerto","https://dle.rae.es/aeropuerto#0ukZbvB","",""
"ambiente","adjetivo","ambiente","https://dle.rae.es/ambiente#2HmTzTK","",""
"ilegal","adjetivo","ilegal","https://dle.rae.es/ilegal#Kxfx2RO","",""
"batalla","sustantivo","batalla","https://dle.rae.es/batalla#5CfdCo2","",""
"p","sustantivo","p","https://dle.rae.es/p#RNnGGKQ","",""
"protagonizar","verbo","protagonizar","https://dle.rae.es/protagonizar#URR18hx","0",""
"correo","sustantivo","correo","https://dle.rae.es/correo#AyfHjz9","",""
"ejecutar","verbo","ejecutar","https://dle.rae.es/ejecutar#ERxzMn2","0",""
"piso","sustantivo","piso","https://dle.rae.es/piso#TD3BxDc","",""
"genético","adjetivo","genético","https://dle.rae.es/gen%C3%A9tico#J4a2bti","",""
"figurar","verbo","figurar","https://dle.rae.es/figurar#Hsknq2T","0",""
"legislativo","adjetivo","legislativo","https://dle.rae.es/legislativo#N4h9PKO","",""
"debajo","adverbio","debajo","https://dle.rae.es/debajo#BtfBQzd","",""
"cuánto","interrogativo","cuánto","https://dle.rae.es/cu%C3%A1nto#BSMOJmo","",""
"dieta","sustantivo","dieta","https://dle.rae.es/dieta#DiU68a5","",""
"parar","verbo","parar","https://dle.rae.es/parar#RsVKhBv","0",""
"experimentar","verbo","experimentar","https://dle.rae.es/experimentar#HIutMRm","0",""
"denominar","verbo","denominar","https://dle.rae.es/denominar#CBr6OwP","0",""
"formato","sustantivo","formato","https://dle.rae.es/formato#IFLBnYw","",""
"efectuar","verbo","efectuar","https://dle.rae.es/efectuar#EP1T95t","0","actuar"
"convenio","sustantivo","convenio","https://dle.rae.es/convenio#AgBNpjI","",""
"prometer","verbo","prometer","https://dle.rae.es/prometer#ULSmbRK","0",""
"silencio","sustantivo","silencio","https://dle.rae.es/silencio#XsesZEz","",""
"energético","adjetivo","energético","https://dle.rae.es/energ%C3%A9tico#FGBLXOC","",""
"definición","sustantivo","definición","https://dle.rae.es/definici%C3%B3n#C2nxHO5","",""
"reforzar","verbo","reforzar","https://dle.rae.es/reforzar#VebSk11","0","contar"
"agricultura","sustantivo","agricultura","https://dle.rae.es/agricultura#19xQSLH","",""
"motor","sustantivo","motor","https://dle.rae.es/motor#PwbtdE5","",""
"ruso","adjetivo","ruso","https://dle.rae.es/ruso#WrD1hra","",""
"vino","sustantivo","vino","https://dle.rae.es/vino#br2NGSw","",""
"seleccionar","verbo","seleccionar","https://dle.rae.es/seleccionar#XUHvLNc","0",""
"cielo","sustantivo","cielo","https://dle.rae.es/cielo#9AhzvUU","",""
"mejora","sustantivo","mejora","https://dle.rae.es/mejora#OniqDn5","",""
"sanción","sustantivo","sanción","https://dle.rae.es/sanci%C3%B3n#XBPPICw","",""
"habitual","adjetivo","habitual","https://dle.rae.es/habitual#Jve1IGl","",""
"auto","sustantivo","auto","https://dle.rae.es/auto#4QtoGBy","",""
"católico","adjetivo","católico","https://dle.rae.es/cat%C3%B3lico#7yAuNn2","",""
"mente","sustantivo","mente","https://dle.rae.es/mente#OwgZLgt","",""
"consciente","adjetivo","consciente","https://dle.rae.es/consciente#ANybMv4","",""
"integral","adjetivo","integral","https://dle.rae.es/integral#LqB3rUj","",""
"garantía","sustantivo","garantía","https://dle.rae.es/garant%C3%ADa#IsE8t8h","",""
"cancha","sustantivo","cancha","https://dle.rae.es/cancha#74KA4U1","",""
"apostar","verbo","apostar","https://dle.rae.es/apostar#3Gyuz0q","0","contar"
"justificar","verbo","justificar","https://dle.rae.es/justificar#MfEJteq","0",""
"valorar","verbo","valorar","https://dle.rae.es/valorar#bJiPomE","0",""
"cuestionar","verbo","cuestionar","https://dle.rae.es/cuestionar#BbCrVc2","0",""
"colombiano","adjetivo","colombiano","https://dle.rae.es/colombiano#9phc0xq","",""
"combatir","verbo","combatir","https://dle.rae.es/combatir#9tV15Ry","0",""
"partida","sustantivo","partida","https://dle.rae.es/partida#S0XqZnr","",""
"inaugurar","verbo","inaugurar","https://dle.rae.es/inaugurar#LCBKVz0","0",""
"inteligente","adjetivo","inteligente","https://dle.rae.es/inteligente#Lr8kWNx","",""
"combustible","sustantivo","combustible","https://dle.rae.es/combustible#9u3ExG2","",""
"balón","sustantivo","balón","https://dle.rae.es/bal%C3%B3n#4uYZM5Q","",""
"probable","adjetivo","probable","https://dle.rae.es/probable#UDy6509","",""
"ingeniero","sustantivo","ingeniero","https://dle.rae.es/ingeniero#La8Ue5k","",""
"dividir","verbo","dividir","https://dle.rae.es/dividir#E0xW6VN","0",""
"virtual","adjetivo","virtual","https://dle.rae.es/virtual#buDJhh3","",""
"cruzar","verbo","cruzar","https://dle.rae.es/cruzar#BOfplQC","0",""
"vital","adjetivo","vital","https://dle.rae.es/vital#bwCD3eL","",""
"aventura","sustantivo","aventura","https://dle.rae.es/aventura#4YIaSvd","",""
"tiro","sustantivo","tiro","https://dle.rae.es/tiro#ZrTpmUI","",""
"blanco","sustantivo","blanco","https://dle.rae.es/blanco#5eNsBBo","",""
"ronda","sustantivo","ronda","https://dle.rae.es/ronda#WgOt7Rx","",""
"financiar","verbo","financiar","https://dle.rae.es/financiar#HxgIZuf","0","anunciar"
"cooperación","sustantivo","cooperación","https://dle.rae.es/cooperaci%C3%B3n#Aiac8ws","",""
"rueda","sustantivo","rueda","https://dle.rae.es/rueda#WnjSans","",""
"opinar","verbo","opinar","https://dle.rae.es/opinar#R6goX47","0",""
"soldado","sustantivo","soldado","https://dle.rae.es/soldado#YGQMUUy","",""
"juvenil","adjetivo","juvenil","https://dle.rae.es/juvenil#MfRaZDc","",""
"arrancar","verbo","arrancar","https://dle.rae.es/arrancar#3fRt1z5","0",""
"prevenir","verbo","prevenir","https://dle.rae.es/prevenir#U9JkQmL","0","venir"
"cotidiano","adjetivo","cotidiano","https://dle.rae.es/cotidiano#B8lKsuQ","",""
"contratar","verbo","contratar","https://dle.rae.es/contratar#AdQu8i2","0",""
"condenar","verbo","condenar","https://dle.rae.es/condenar#ABBvf63","0",""
"bastar","verbo","bastar","https://dle.rae.es/bastar#5BD5w98","0",""
"recomendación","sustantivo","recomendación","https://dle.rae.es/recomendaci%C3%B3n#VTgRISn","",""
"amenazar","verbo","amenazar","https://dle.rae.es/amenazar#2JbmgVX","0",""
"consecutivo","adjetivo","consecutivo","https://dle.rae.es/consecutivo#AOPSRsW","",""
"combinar","verbo","combinar","https://dle.rae.es/combinar#9tocVa2","0",""
"pendiente","adjetivo","pendiente","https://dle.rae.es/pendiente#SRjVYzy","",""
"comprobar","verbo","comprobar","https://dle.rae.es/comprobar#A3csXkj","0","contar"
"testigo","sustantivo","testigo","https://dle.rae.es/testigo#ZfWvJyK","",""
"comentario","sustantivo","comentario","https://dle.rae.es/comentario#9vEq2VJ","",""
"rodear","verbo","rodear","https://dle.rae.es/rodear#Wb2pdLI","0",""
"récord","sustantivo","récord","https://dle.rae.es/r%C3%A9cord#VUyqA8E","",""
"andar","verbo","andar","https://dle.rae.es/andar#2ZGgAPa","1",""
"llenar","verbo","llenar","https://dle.rae.es/llenar#NVINq2p","0",""
"derivar","verbo","derivar","https://dle.rae.es/derivar#CHIraKK","0",""
"breve","adjetivo","breve","https://dle.rae.es/breve#65PRGOf","",""
"estratégico","adjetivo","estratégico","https://dle.rae.es/estrat%C3%A9gico#GxS9lM9","",""
"leche","sustantivo","leche","https://dle.rae.es/leche#N2tsDWF","",""
"baja","sustantivo","baja","https://dle.rae.es/baja#4nvSOL2","",""
"cortar","verbo","cortar","https://dle.rae.es/cortar#B1wW3tP","0",""
"general","sustantivo","general","https://dle.rae.es/general#J3mD89u","",""
"prioridad","sustantivo","prioridad","https://dle.rae.es/prioridad#UCd7HKS","",""
"calcular","verbo","calcular","https://dle.rae.es/calcular#6kjt4W4","0",""
"dosis","sustantivo","dosis","https://dle.rae.es/dosis#EASwa0D","",""
"gratuito","adjetivo","gratuito","https://dle.rae.es/gratuito#JVNf1Rc","",""
"útil","adjetivo","útil","https://dle.rae.es/%C3%BAtil#bCSFzkP","",""
"transformación","sustantivo","transformación","https://dle.rae.es/transformaci%C3%B3n#aJYQUV5","",""
"continente","sustantivo","continente","https://dle.rae.es/continente#AVWd4wu","",""
"excepción","sustantivo","excepción","https://dle.rae.es/excepci%C3%B3n#HBnSOcy","",""
"secundario","adjetivo","secundario","https://dle.rae.es/secundario#XQOKazg","",""
"proyectar","verbo","proyectar","https://dle.rae.es/proyectar#UV1NQcU","0",""
"futbolista","sustantivo","futbolista","https://dle.rae.es/futbolista#Ieuzn9Z","",""
"alma","sustantivo","alma","https://dle.rae.es/alma#1vVaUXY","",""
"hoja","sustantivo","hoja","https://dle.rae.es/hoja#KYSU0CJ","",""
"destruir","verbo","destruir","https://dle.rae.es/destruir#DVqxIJU","0","construir"
"poema","sustantivo","poema","https://dle.rae.es/poema#TURIRHc","",""
"paisaje","sustantivo","paisaje","https://dle.rae.es/paisaje#RT6QMkS","",""
"visual","adjetivo","visual","https://dle.rae.es/visual#bw5brFZ","",""
"notar","verbo","notar","https://dle.rae.es/notar#Qe3Fcpq","0",""
"sección","sustantivo","sección","https://dle.rae.es/secci%C3%B3n#XOetWnC","",""
"sindicato","sustantivo","sindicato","https://dle.rae.es/sindicato#XxoZcbH","",""
"brasileño","adjetivo","brasileño","https://dle.rae.es/brasile%C3%B1o#63fBkXd","",""
"avenida","sustantivo","avenida","https://dle.rae.es/avenida#4Y1msZ9","",""
"decreto","sustantivo","decreto","https://dle.rae.es/decreto#BzbhM4P","",""
"empate","sustantivo","empate","https://dle.rae.es/empate#EmykMNX","",""
"conductor","sustantivo","conductor","https://dle.rae.es/conductor#AD1o5X3","",""
"atentado","sustantivo","atentado","https://dle.rae.es/atentado#4CykJbf","",""
"portavoz","sustantivo","portavoz","https://dle.rae.es/portavoz#TlB6b3O","",""
"matrimonio","sustantivo","matrimonio","https://dle.rae.es/matrimonio#OdQHkYU","",""
"preciso","adjetivo","preciso","https://dle.rae.es/preciso#TwEYBwx","",""
"boca","sustantivo","boca","https://dle.rae.es/boca#5i6aRwS","",""
"atravesar","verbo","atravesar","https://dle.rae.es/atravesar#4KAfNef","0","acertar"
"tráfico","sustantivo","tráfico","https://dle.rae.es/tr%C3%A1fico#aEMKqDr","",""
"inglés","adjetivo","inglés","https://dle.rae.es/ingl%C3%A9s#LaSRFbr","",""
"comparación","sustantivo","comparación","https://dle.rae.es/comparaci%C3%B3n#9yqls7Q","",""
"filme","sustantivo","filme","https://dle.rae.es/filme#HvPT03q","",""
"sano","adjetivo","sano","https://dle.rae.es/sano#XEdK8cc","",""
"extraño","adjetivo","extraño","https://dle.rae.es/extra%C3%B1o#HOz2OKr","",""
"derecho","adjetivo","derecho","https://dle.rae.es/derecho#CGv2o6x","",""
"decena","sustantivo","decena","https://dle.rae.es/deceno#BvkvZuZ","",""
"plato","sustantivo","plato","https://dle.rae.es/plato#TNHN14S","",""
"prisión","sustantivo","prisión","https://dle.rae.es/prisi%C3%B3n#UCpprON","",""
"sonar","verbo","sonar","https://dle.rae.es/sonar#YLoFvGN","0","contar"
"nacimiento","sustantivo","nacimiento","https://dle.rae.es/nacimiento#QBlPaLE","",""
"sentencia","sustantivo","sentencia","https://dle.rae.es/sentencia#Xb6DGYA","",""
"recurrir","verbo","recurrir","https://dle.rae.es/recurrir#VXdkoxY","0",""
"biblioteca","sustantivo","biblioteca","https://dle.rae.es/biblioteca#5SGETnQ","",""
"abuelo","sustantivo","abuelo","https://dle.rae.es/abuelo#0DKKo2d","",""
"vestir","verbo","vestir","https://dle.rae.es/vestir#bhgAqSI","0","pedir"
"idioma","sustantivo","idioma","https://dle.rae.es/idioma#KuMp7nw","",""
"completamente","adverbio","completamente","https://dle.rae.es/completamente#A1NpCDm","",""
"juventud","sustantivo","juventud","https://dle.rae.es/juventud#MfShQ7t","",""
"ropa","sustantivo","ropa","https://dle.rae.es/ropa#WhTo2TW","",""
"plano","sustantivo","plano","https://dle.rae.es/plano#TKFR668","",""
"mal","sustantivo","mal","https://dle.rae.es/mal#NyEUGaa","",""
"asesinato","sustantivo","asesinato","https://dle.rae.es/asesinato#3yggPCa","",""
"optar","verbo","optar","https://dle.rae.es/optar#R7PQd7N","0",""
"fortalecer","verbo","fortalecer","https://dle.rae.es/fortalecer#IGyswlE","0","agradecer"
"gira","sustantivo","gira","https://dle.rae.es/gira#JCyHP4L","",""
"revisión","sustantivo","revisión","https://dle.rae.es/revisi%C3%B3n#WOj4YsJ","",""
"periódico","sustantivo","periódico","https://dle.rae.es/peri%C3%B3dico#SdLXckw","",""
"ideal","adjetivo","ideal","https://dle.rae.es/ideal#KtRk4zi","",""
"software","sustantivo","software","https://dle.rae.es/software#YErlG2H","",""
"tender","verbo","tender","https://dle.rae.es/tender#ZSeLVNz","0","entender"
"poderoso","adjetivo","poderoso","https://dle.rae.es/poderoso#TU6Kt1F","",""
"jamás","adverbio","jamás","https://dle.rae.es/jam%C3%A1s#MKBVDM9","",""
"existente","adjetivo","existente","https://dle.rae.es/existente#HG2l5G2","",""
"explicación","sustantivo","explicación","https://dle.rae.es/explicaci%C3%B3n#HJU0LSu","",""
